"mongodb_asserts_total","app","mongodb","The asserts document reports the number of asserts on the database. While assert errors are typically uncommon, if there are non-zero values for the asserts, you should check the log file for the mongod process for more information. In many cases these errors are trivial, but are worth investigating.","counter"
"mongodb_connections","app","mongodb","The connections sub document data regarding the current status of incoming connections and availability of the database server. Use these values to assess the current load and capacity requirements of the server","gauge"
"mongodb_connections_metrics_created_total","app","mongodb","totalCreated provides a count of all incoming connections created to the server. This number includes connections that have since closed","counter"
"mongodb_extra_info_heap_usage_bytes","app","mongodb","The heap_usage_bytes field is only available on Unix/Linux systems, and reports the total size in bytes of heap space used by the database process","gauge"
"mongodb_extra_info_page_faults_total","app","mongodb","The page_faults Reports the total number of page faults that require disk operations. Page faults refer to operations that require the database server to access data which isn’t available in active memory. The page_faults counter may increase dramatically during moments of poor performance and may correlate with limited memory environments and larger data sets. Limited and sporadic page faults do not necessarily indicate an issue","gauge"
"mongodb_global_lock_client","app","mongodb","The activeClients data structure provides more granular information about the number of connected clients and the operation types (e.g. read or write) performed by these clients","gauge"
"mongodb_global_lock_current_queue","app","mongodb","The currentQueue data structure value provides more granular information concerning the number of operations queued because of a lock","gauge"
"mongodb_global_lock_ratio","app","mongodb","The value of ratio displays the relationship between lockTime and totalTime. Low values indicate that operations have held the globalLock frequently for shorter periods of time. High values indicate that operations have held globalLock infrequently for longer periods of time","gauge"
"mongodb_global_lock_total","app","mongodb","The value of totalTime represents the time, in microseconds, since the database last started and creation of the globalLock. This is roughly equivalent to total server uptime","counter"
"mongodb_instance_local_time","app","mongodb","The localTime value is the current time, according to the server, in UTC specified in an ISODate format.","counter"
"mongodb_instance_uptime_estimate_seconds","app","mongodb","uptimeEstimate provides the uptime as calculated from MongoDB's internal course-grained time keeping system.","counter"
"mongodb_instance_uptime_seconds","app","mongodb","The value of the uptime field corresponds to the number of seconds that the mongos or mongod process has been active.","counter"
"mongodb_locks_time_acquiring_global_microseconds_t","app","mongodb","amount of time in microseconds that any database has spent waiting for the global lock","counter"
"mongodb_locks_time_locked_global_microseconds_tota","app","mongodb","amount of time in microseconds that any database has held the global lock","counter"
"mongodb_locks_time_locked_local_microseconds_total","app","mongodb","amount of time in microseconds that any database has held the local lock","counter"
"mongodb_memory","app","mongodb","The mem data structure holds information regarding the target system architecture of mongod and current memory use","gauge"
"mongodb_metrics_cursor_open","app","mongodb","The open is an embedded document that contains data regarding open cursors","gauge"
"mongodb_metrics_cursor_timed_out_total","app","mongodb","timedOut provides the total number of cursors that have timed out since the server process started. If this number is large or growing at a regular rate, this may indicate an application error","counter"
"mongodb_metrics_document_total","app","mongodb","The document holds a document of that reflect document access and modification patterns and data use. Compare these values to the data in the opcounters document, which track total number of operations","counter"
"mongodb_metrics_get_last_error_wtime_num_total","app","mongodb","num reports the total number of getLastError operations with a specified write concern (i.e. w) that wait for one or more members of a replica set to acknowledge the write operation (i.e. a w value greater than 1.)","gauge"
"mongodb_metrics_get_last_error_wtime_total_millise","app","mongodb","total_millis reports the total amount of time in milliseconds that the mongod has spent performing getLastError operations with write concern (i.e. w) that wait for one or more members of a replica set to acknowledge the write operation (i.e. a w value greater than 1.)","counter"
"mongodb_metrics_get_last_error_wtimeouts_total","app","mongodb","wtimeouts reports the number of times that write concern operations have timed out as a result of the wtimeout threshold to getLastError.","counter"
"mongodb_metrics_operation_total","app","mongodb","operation is a sub-document that holds counters for several types of update and query operations that MongoDB handles using special operation types","counter"
"mongodb_metrics_query_executor_total","app","mongodb","queryExecutor is a document that reports data from the query execution system","counter"
"mongodb_metrics_record_moves_total","app","mongodb","moves reports the total number of times documents move within the on-disk representation of the MongoDB data set. Documents move as a result of operations that increase the size of the document beyond their allocated record size","counter"
"mongodb_metrics_repl_apply_batches_num_total","app","mongodb","num reports the total number of batches applied across all databases","counter"
"mongodb_metrics_repl_apply_batches_total_milliseco","app","mongodb","total_millis reports the total amount of time the mongod has spent applying operations from the oplog","counter"
"mongodb_metrics_repl_apply_ops_total","app","mongodb","ops reports the total number of oplog operations applied","counter"
"mongodb_metrics_repl_buffer_count","app","mongodb","count reports the current number of operations in the oplog buffer","gauge"
"mongodb_metrics_repl_buffer_max_size_bytes","app","mongodb","maxSizeBytes reports the maximum size of the buffer. This value is a constant setting in the mongod, and is not configurable","counter"
"mongodb_metrics_repl_buffer_size_bytes","app","mongodb","sizeBytes reports the current size of the contents of the oplog buffer","gauge"
"mongodb_metrics_repl_network_bytes_total","app","mongodb","bytes reports the total amount of data read from the replication sync source","counter"
"mongodb_metrics_repl_network_getmores_num_total","app","mongodb","num reports the total number of getmore operations, which are operations that request an additional set of operations from the replication sync source.","counter"
"mongodb_metrics_repl_network_getmores_total_millis","app","mongodb","total_millis reports the total amount of time required to collect data from getmore operations","counter"
"mongodb_metrics_repl_network_ops_total","app","mongodb","ops reports the total number of operations read from the replication source.","counter"
"mongodb_metrics_repl_network_readers_created_total","app","mongodb","readersCreated reports the total number of oplog query processes created. MongoDB will create a new oplog query any time an error occurs in the connection, including a timeout, or a network operation. Furthermore, readersCreated will increment every time MongoDB selects a new source fore replication.","counter"
"mongodb_metrics_repl_oplog_insert_bytes_total","app","mongodb","insertBytes the total size of documents inserted into the oplog.","counter"
"mongodb_metrics_repl_oplog_insert_num_total","app","mongodb","num reports the total number of items inserted into the oplog.","counter"
"mongodb_metrics_repl_oplog_insert_total_millisecon","app","mongodb","total_millis reports the total amount of time spent for the mongod to insert data into the oplog.","counter"
"mongodb_metrics_repl_preload_docs_num_total","app","mongodb","num reports the total number of documents loaded during the pre-fetch stage of replication","counter"
"mongodb_metrics_repl_preload_docs_total_millisecon","app","mongodb","total_millis reports the total amount of time spent loading documents as part of the pre-fetch stage of replication","counter"
"mongodb_metrics_repl_preload_indexes_num_total","app","mongodb","num reports the total number of index entries loaded by members before updating documents as part of the pre-fetch stage of replication","counter"
"mongodb_metrics_repl_preload_indexes_total_millise","app","mongodb","total_millis reports the total amount of time spent loading index entries as part of the pre-fetch stage of replication","counter"
"mongodb_metrics_storage_freelist_search_total","app","mongodb","metrics about searching records in the database.","counter"
"mongodb_metrics_ttl_deleted_documents_total","app","mongodb","deletedDocuments reports the total number of documents deleted from collections with a ttl index.","counter"
"mongodb_metrics_ttl_passes_total","app","mongodb","passes reports the number of times the background process removes documents from collections with a ttl index","counter"
"mongodb_network_bytes_total","app","mongodb","The network data structure contains data regarding MongoDB’s network use","counter"
"mongodb_network_metrics_num_requests_total","app","mongodb","The numRequests field is a counter of the total number of distinct requests that the server has received. Use this value to provide context for the bytesIn and bytesOut values to ensure that MongoDB’s network utilization is consistent with expectations and application use","counter"
"mongodb_op_counters_repl_total","app","mongodb","The opcountersRepl data structure, similar to the opcounters data structure, provides an overview of database replication operations by type and makes it possible to analyze the load on the replica in more granular manner. These values only appear when the current host has replication enabled","counter"
"mongodb_op_counters_total","app","mongodb","The opcounters data structure provides an overview of database operations by type and makes it possible to analyze the load on the database in more granular manner. These numbers will grow over time and in response to database use. Analyze these values over time to track database utilization","counter"
"process_cpu_seconds_total","app","mongodb","Total user and system CPU time spent in seconds.","counter"
"process_max_fds","app","mongodb","Maximum number of open file descriptors.","gauge"
"process_open_fds","app","mongodb","Number of open file descriptors.","gauge"
"process_resident_memory_bytes","app","mongodb","Resident memory size in bytes.","gauge"
"process_start_time_seconds","app","mongodb","Start time of the process since unix epoch in seconds.","gauge"
"process_virtual_memory_bytes","app","mongodb","Virtual memory size in bytes.","gauge"
"cadvisor_version_info","container","docker","A metric with a constant '1' value labeled by kernel version, OS version, docker version & cadvisor version.","gauge"
"container_cpu_system_seconds_total","container","docker","Cumulative system cpu time consumed in seconds.","counter"
"container_cpu_usage_seconds_total","container","docker","Cumulative cpu time consumed per cpu in seconds.","counter"
"container_cpu_user_seconds_total","container","docker","Cumulative user cpu time consumed in seconds.","counter"
"container_fs_io_current","container","docker","Number of I/Os currently in progress","gauge"
"container_fs_io_time_seconds_total","container","docker","Cumulative count of seconds spent doing I/Os","counter"
"container_fs_io_time_weighted_seconds_total","container","docker","Cumulative weighted I/O time in seconds","counter"
"container_fs_limit_bytes","container","docker","Number of bytes that can be consumed by the container on this filesystem.","gauge"
"container_fs_read_seconds_total","container","docker","Cumulative count of seconds spent reading","counter"
"container_fs_reads_merged_total","container","docker","Cumulative count of reads merged","counter"
"container_fs_reads_total","container","docker","Cumulative count of reads completed","counter"
"container_fs_sector_reads_total","container","docker","Cumulative count of sector reads completed","counter"
"container_fs_sector_writes_total","container","docker","Cumulative count of sector writes completed","counter"
"container_fs_usage_bytes","container","docker","Number of bytes that are consumed by the container on this filesystem.","gauge"
"container_fs_write_seconds_total","container","docker","Cumulative count of seconds spent writing","counter"
"container_fs_writes_merged_total","container","docker","Cumulative count of writes merged","counter"
"container_fs_writes_total","container","docker","Cumulative count of writes completed","counter"
"container_last_seen","container","docker","Last time a container was seen by the exporter","gauge"
"container_memory_failures_total","container","docker","Cumulative count of memory allocation failures.","counter"
"container_memory_usage_bytes","container","docker","Current memory usage in bytes.","gauge"
"container_memory_working_set_bytes","container","docker","Current working set in bytes.","gauge"
"container_network_receive_bytes_total","container","docker","Cumulative count of bytes received","counter"
"container_network_receive_errors_total","container","docker","Cumulative count of errors encountered while receiving","counter"
"container_network_receive_packets_dropped_total","container","docker","Cumulative count of packets dropped while receiving","counter"
"container_network_receive_packets_total","container","docker","Cumulative count of packets received","counter"
"container_network_transmit_bytes_total","container","docker","Cumulative count of bytes transmitted","counter"
"container_network_transmit_errors_total","container","docker","Cumulative count of errors encountered while transmitting","counter"
"container_network_transmit_packets_dropped_total","container","docker","Cumulative count of packets dropped while transmitting","counter"
"container_network_transmit_packets_total","container","docker","Cumulative count of packets transmitted","counter"
"container_scrape_error","container","docker","1 if there was an error while getting container metrics, 0 otherwise","gauge"
"container_spec_cpu_shares","container","docker","CPU share of the container.","gauge"
"container_spec_memory_limit_bytes","container","docker","Memory limit for the container.","gauge"
"container_spec_memory_swap_limit_bytes","container","docker","Memory swap limit for the container.","gauge"
"container_start_time_seconds","container","docker","Start time of the container since unix epoch in seconds.","gauge"
"container_tasks_state","container","docker","Number of tasks in given state","gauge"
"http_request_duration_microseconds","container","docker","The HTTP request latencies in microseconds.","summary"
"http_request_size_bytes","container","docker","The HTTP request sizes in bytes.","summary"
"http_requests_total","container","docker","Total number of HTTP requests made.","counter"
"http_response_size_bytes","container","docker","The HTTP response sizes in bytes.","summary"
"machine_cpu_cores","container","docker","Number of CPU cores on the machine.","gauge"
"machine_memory_bytes","container","docker","Amount of memory installed on the machine.","gauge"
"process_cpu_seconds_total","container","docker","Total user and system CPU time spent in seconds.","counter"
"process_goroutines","container","docker","Number of goroutines that currently exist.","gauge"
"process_max_fds","container","docker","Maximum number of open file descriptors.","gauge"
"process_open_fds","container","docker","Number of open file descriptors.","gauge"
"process_resident_memory_bytes","container","docker","Resident memory size in bytes.","gauge"
"process_start_time_seconds","container","docker","Start time of the process since unix epoch in seconds.","gauge"
"process_virtual_memory_bytes","container","docker","Virtual memory size in bytes.","gauge"
"go_gc_duration_seconds","node","node","A summary of the GC invocation durations.","summary"
"go_goroutines","node","node","Number of goroutines that currently exist.","gauge"
"go_memstats_alloc_bytes","node","node","Number of bytes allocated and still in use.","gauge"
"go_memstats_alloc_bytes_total","node","node","Total number of bytes allocated, even if freed.","counter"
"go_memstats_buck_hash_sys_bytes","node","node","Number of bytes used by the profiling bucket hash table.","gauge"
"go_memstats_frees_total","node","node","Total number of frees.","counter"
"go_memstats_gc_sys_bytes","node","node","Number of bytes used for garbage collection system metadata.","gauge"
"go_memstats_heap_alloc_bytes","node","node","Number of heap bytes allocated and still in use.","gauge"
"go_memstats_heap_idle_bytes","node","node","Number of heap bytes waiting to be used.","gauge"
"go_memstats_heap_inuse_bytes","node","node","Number of heap bytes that are in use.","gauge"
"go_memstats_heap_objects","node","node","Number of allocated objects.","gauge"
"go_memstats_heap_released_bytes_total","node","node","Total number of heap bytes released to OS.","counter"
"go_memstats_heap_sys_bytes","node","node","Number of heap bytes obtained from system.","gauge"
"go_memstats_last_gc_time_seconds","node","node","Number of seconds since 1970 of last garbage collection.","gauge"
"go_memstats_lookups_total","node","node","Total number of pointer lookups.","counter"
"go_memstats_mallocs_total","node","node","Total number of mallocs.","counter"
"go_memstats_mcache_inuse_bytes","node","node","Number of bytes in use by mcache structures.","gauge"
"go_memstats_mcache_sys_bytes","node","node","Number of bytes used for mcache structures obtained from system.","gauge"
"go_memstats_mspan_inuse_bytes","node","node","Number of bytes in use by mspan structures.","gauge"
"go_memstats_mspan_sys_bytes","node","node","Number of bytes used for mspan structures obtained from system.","gauge"
"go_memstats_next_gc_bytes","node","node","Number of heap bytes when next garbage collection will take place.","gauge"
"go_memstats_other_sys_bytes","node","node","Number of bytes used for other system allocations.","gauge"
"go_memstats_stack_inuse_bytes","node","node","Number of bytes in use by the stack allocator.","gauge"
"go_memstats_stack_sys_bytes","node","node","Number of bytes obtained from system for stack allocator.","gauge"
"go_memstats_sys_bytes","node","node","Number of bytes obtained by system. Sum of all system allocations.","gauge"
"http_request_duration_microseconds","node","node","The HTTP request latencies in microseconds.","summary"
"http_request_size_bytes","node","node","The HTTP request sizes in bytes.","summary"
"http_requests_total","node","node","Total number of HTTP requests made.","counter"
"http_response_size_bytes","node","node","The HTTP response sizes in bytes.","summary"
"node_boot_time","node","node","Node boot time, in unixtime.","gauge"
"node_context_switches","node","node","Total number of context switches.","counter"
"node_cpu","node","node","Seconds the cpus spent in each mode.","counter"
"node_disk_bytes_read","node","node","The total number of bytes read successfully.","counter"
"node_disk_bytes_written","node","node","The total number of bytes written successfully.","counter"
"node_disk_io_now","node","node","The number of I/Os currently in progress.","gauge"
"node_disk_io_time_ms","node","node","Milliseconds spent doing I/Os.","counter"
"node_disk_io_time_weighted","node","node","The weighted # of milliseconds spent doing I/Os. See https://www.kernel.org/doc/Documentation/iostats.txt.","counter"
"node_disk_read_time_ms","node","node","The total number of milliseconds spent by all reads.","counter"
"node_disk_reads_completed","node","node","The total number of reads completed successfully.","counter"
"node_disk_reads_merged","node","node","The number of reads merged. See https://www.kernel.org/doc/Documentation/iostats.txt.","counter"
"node_disk_sectors_read","node","node","The total number of sectors read successfully.","counter"
"node_disk_sectors_written","node","node","The total number of sectors written successfully.","counter"
"node_disk_write_time_ms","node","node","This is the total number of milliseconds spent by all writes.","counter"
"node_disk_writes_completed","node","node","The total number of writes completed successfully.","counter"
"node_disk_writes_merged","node","node","The number of writes merged. See https://www.kernel.org/doc/Documentation/iostats.txt.","counter"
"node_entropy_available_bits","node","node","Bits of available entropy.","gauge"
"node_exporter_build_info","node","node","A metric with a constant '1' value labeled by version, revision, and branch from which the node_exporter was built.","gauge"
"node_exporter_scrape_duration_seconds","node","node","node_exporter: Duration of a scrape job.","summary"
"node_filefd_allocated","node","node","File descriptor statistics: allocated.","gauge"
"node_filefd_maximum","node","node","File descriptor statistics: maximum.","gauge"
"node_filesystem_avail","node","node","Filesystem space available to non-root users in bytes.","gauge"
"node_filesystem_files","node","node","Filesystem total file nodes.","gauge"
"node_filesystem_files_free","node","node","Filesystem total free file nodes.","gauge"
"node_filesystem_free","node","node","Filesystem free space in bytes.","gauge"
"node_filesystem_readonly","node","node","Filesystem read-only status.","gauge"
"node_filesystem_size","node","node","Filesystem size in bytes.","gauge"
"node_forks","node","node","Total number of forks.","counter"
"node_intr","node","node","Total number of interrupts serviced.","counter"
"node_load1","node","node","1m load average.","gauge"
"node_load15","node","node","15m load average.","gauge"
"node_load5","node","node","5m load average.","gauge"
"node_memory_Active","node","node","Memory information field Active.","gauge"
"node_memory_Active_anon","node","node","Memory information field Active_anon.","gauge"
"node_memory_Active_file","node","node","Memory information field Active_file.","gauge"
"node_memory_AnonHugePages","node","node","Memory information field AnonHugePages.","gauge"
"node_memory_AnonPages","node","node","Memory information field AnonPages.","gauge"
"node_memory_Bounce","node","node","Memory information field Bounce.","gauge"
"node_memory_Buffers","node","node","Memory information field Buffers.","gauge"
"node_memory_Cached","node","node","Memory information field Cached.","gauge"
"node_memory_CommitLimit","node","node","Memory information field CommitLimit.","gauge"
"node_memory_Committed_AS","node","node","Memory information field Committed_AS.","gauge"
"node_memory_DirectMap2M","node","node","Memory information field DirectMap2M.","gauge"
"node_memory_DirectMap4k","node","node","Memory information field DirectMap4k.","gauge"
"node_memory_Dirty","node","node","Memory information field Dirty.","gauge"
"node_memory_HardwareCorrupted","node","node","Memory information field HardwareCorrupted.","gauge"
"node_memory_HugePages_Free","node","node","Memory information field HugePages_Free.","gauge"
"node_memory_HugePages_Rsvd","node","node","Memory information field HugePages_Rsvd.","gauge"
"node_memory_HugePages_Surp","node","node","Memory information field HugePages_Surp.","gauge"
"node_memory_HugePages_Total","node","node","Memory information field HugePages_Total.","gauge"
"node_memory_Hugepagesize","node","node","Memory information field Hugepagesize.","gauge"
"node_memory_Inactive","node","node","Memory information field Inactive.","gauge"
"node_memory_Inactive_anon","node","node","Memory information field Inactive_anon.","gauge"
"node_memory_Inactive_file","node","node","Memory information field Inactive_file.","gauge"
"node_memory_KernelStack","node","node","Memory information field KernelStack.","gauge"
"node_memory_Mapped","node","node","Memory information field Mapped.","gauge"
"node_memory_MemFree","node","node","Memory information field MemFree.","gauge"
"node_memory_MemTotal","node","node","Memory information field MemTotal.","gauge"
"node_memory_Mlocked","node","node","Memory information field Mlocked.","gauge"
"node_memory_NFS_Unstable","node","node","Memory information field NFS_Unstable.","gauge"
"node_memory_PageTables","node","node","Memory information field PageTables.","gauge"
"node_memory_SReclaimable","node","node","Memory information field SReclaimable.","gauge"
"node_memory_SUnreclaim","node","node","Memory information field SUnreclaim.","gauge"
"node_memory_Shmem","node","node","Memory information field Shmem.","gauge"
"node_memory_Slab","node","node","Memory information field Slab.","gauge"
"node_memory_SwapCached","node","node","Memory information field SwapCached.","gauge"
"node_memory_SwapFree","node","node","Memory information field SwapFree.","gauge"
"node_memory_SwapTotal","node","node","Memory information field SwapTotal.","gauge"
"node_memory_Unevictable","node","node","Memory information field Unevictable.","gauge"
"node_memory_VmallocChunk","node","node","Memory information field VmallocChunk.","gauge"
"node_memory_VmallocTotal","node","node","Memory information field VmallocTotal.","gauge"
"node_memory_VmallocUsed","node","node","Memory information field VmallocUsed.","gauge"
"node_memory_Writeback","node","node","Memory information field Writeback.","gauge"
"node_memory_WritebackTmp","node","node","Memory information field WritebackTmp.","gauge"
"node_netstat_IcmpMsg_InType3","node","node","Protocol IcmpMsg statistic InType3.","gauge"
"node_netstat_IcmpMsg_OutType3","node","node","Protocol IcmpMsg statistic OutType3.","gauge"
"node_netstat_Icmp_InAddrMaskReps","node","node","Protocol Icmp statistic InAddrMaskReps.","gauge"
"node_netstat_Icmp_InAddrMasks","node","node","Protocol Icmp statistic InAddrMasks.","gauge"
"node_netstat_Icmp_InCsumErrors","node","node","Protocol Icmp statistic InCsumErrors.","gauge"
"node_netstat_Icmp_InDestUnreachs","node","node","Protocol Icmp statistic InDestUnreachs.","gauge"
"node_netstat_Icmp_InEchoReps","node","node","Protocol Icmp statistic InEchoReps.","gauge"
"node_netstat_Icmp_InEchos","node","node","Protocol Icmp statistic InEchos.","gauge"
"node_netstat_Icmp_InErrors","node","node","Protocol Icmp statistic InErrors.","gauge"
"node_netstat_Icmp_InMsgs","node","node","Protocol Icmp statistic InMsgs.","gauge"
"node_netstat_Icmp_InParmProbs","node","node","Protocol Icmp statistic InParmProbs.","gauge"
"node_netstat_Icmp_InRedirects","node","node","Protocol Icmp statistic InRedirects.","gauge"
"node_netstat_Icmp_InSrcQuenchs","node","node","Protocol Icmp statistic InSrcQuenchs.","gauge"
"node_netstat_Icmp_InTimeExcds","node","node","Protocol Icmp statistic InTimeExcds.","gauge"
"node_netstat_Icmp_InTimestampReps","node","node","Protocol Icmp statistic InTimestampReps.","gauge"
"node_netstat_Icmp_InTimestamps","node","node","Protocol Icmp statistic InTimestamps.","gauge"
"node_netstat_Icmp_OutAddrMaskReps","node","node","Protocol Icmp statistic OutAddrMaskReps.","gauge"
"node_netstat_Icmp_OutAddrMasks","node","node","Protocol Icmp statistic OutAddrMasks.","gauge"
"node_netstat_Icmp_OutDestUnreachs","node","node","Protocol Icmp statistic OutDestUnreachs.","gauge"
"node_netstat_Icmp_OutEchoReps","node","node","Protocol Icmp statistic OutEchoReps.","gauge"
"node_netstat_Icmp_OutEchos","node","node","Protocol Icmp statistic OutEchos.","gauge"
"node_netstat_Icmp_OutErrors","node","node","Protocol Icmp statistic OutErrors.","gauge"
"node_netstat_Icmp_OutMsgs","node","node","Protocol Icmp statistic OutMsgs.","gauge"
"node_netstat_Icmp_OutParmProbs","node","node","Protocol Icmp statistic OutParmProbs.","gauge"
"node_netstat_Icmp_OutRedirects","node","node","Protocol Icmp statistic OutRedirects.","gauge"
"node_netstat_Icmp_OutSrcQuenchs","node","node","Protocol Icmp statistic OutSrcQuenchs.","gauge"
"node_netstat_Icmp_OutTimeExcds","node","node","Protocol Icmp statistic OutTimeExcds.","gauge"
"node_netstat_Icmp_OutTimestampReps","node","node","Protocol Icmp statistic OutTimestampReps.","gauge"
"node_netstat_Icmp_OutTimestamps","node","node","Protocol Icmp statistic OutTimestamps.","gauge"
"node_netstat_IpExt_InBcastOctets","node","node","Protocol IpExt statistic InBcastOctets.","gauge"
"node_netstat_IpExt_InBcastPkts","node","node","Protocol IpExt statistic InBcastPkts.","gauge"
"node_netstat_IpExt_InCEPkts","node","node","Protocol IpExt statistic InCEPkts.","gauge"
"node_netstat_IpExt_InCsumErrors","node","node","Protocol IpExt statistic InCsumErrors.","gauge"
"node_netstat_IpExt_InECT0Pkts","node","node","Protocol IpExt statistic InECT0Pkts.","gauge"
"node_netstat_IpExt_InECT1Pkts","node","node","Protocol IpExt statistic InECT1Pkts.","gauge"
"node_netstat_IpExt_InMcastOctets","node","node","Protocol IpExt statistic InMcastOctets.","gauge"
"node_netstat_IpExt_InMcastPkts","node","node","Protocol IpExt statistic InMcastPkts.","gauge"
"node_netstat_IpExt_InNoECTPkts","node","node","Protocol IpExt statistic InNoECTPkts.","gauge"
"node_netstat_IpExt_InNoRoutes","node","node","Protocol IpExt statistic InNoRoutes.","gauge"
"node_netstat_IpExt_InOctets","node","node","Protocol IpExt statistic InOctets.","gauge"
"node_netstat_IpExt_InTruncatedPkts","node","node","Protocol IpExt statistic InTruncatedPkts.","gauge"
"node_netstat_IpExt_OutBcastOctets","node","node","Protocol IpExt statistic OutBcastOctets.","gauge"
"node_netstat_IpExt_OutBcastPkts","node","node","Protocol IpExt statistic OutBcastPkts.","gauge"
"node_netstat_IpExt_OutMcastOctets","node","node","Protocol IpExt statistic OutMcastOctets.","gauge"
"node_netstat_IpExt_OutMcastPkts","node","node","Protocol IpExt statistic OutMcastPkts.","gauge"
"node_netstat_IpExt_OutOctets","node","node","Protocol IpExt statistic OutOctets.","gauge"
"node_netstat_Ip_DefaultTTL","node","node","Protocol Ip statistic DefaultTTL.","gauge"
"node_netstat_Ip_ForwDatagrams","node","node","Protocol Ip statistic ForwDatagrams.","gauge"
"node_netstat_Ip_Forwarding","node","node","Protocol Ip statistic Forwarding.","gauge"
"node_netstat_Ip_FragCreates","node","node","Protocol Ip statistic FragCreates.","gauge"
"node_netstat_Ip_FragFails","node","node","Protocol Ip statistic FragFails.","gauge"
"node_netstat_Ip_FragOKs","node","node","Protocol Ip statistic FragOKs.","gauge"
"node_netstat_Ip_InAddrErrors","node","node","Protocol Ip statistic InAddrErrors.","gauge"
"node_netstat_Ip_InDelivers","node","node","Protocol Ip statistic InDelivers.","gauge"
"node_netstat_Ip_InDiscards","node","node","Protocol Ip statistic InDiscards.","gauge"
"node_netstat_Ip_InHdrErrors","node","node","Protocol Ip statistic InHdrErrors.","gauge"
"node_netstat_Ip_InReceives","node","node","Protocol Ip statistic InReceives.","gauge"
"node_netstat_Ip_InUnknownProtos","node","node","Protocol Ip statistic InUnknownProtos.","gauge"
"node_netstat_Ip_OutDiscards","node","node","Protocol Ip statistic OutDiscards.","gauge"
"node_netstat_Ip_OutNoRoutes","node","node","Protocol Ip statistic OutNoRoutes.","gauge"
"node_netstat_Ip_OutRequests","node","node","Protocol Ip statistic OutRequests.","gauge"
"node_netstat_Ip_ReasmFails","node","node","Protocol Ip statistic ReasmFails.","gauge"
"node_netstat_Ip_ReasmOKs","node","node","Protocol Ip statistic ReasmOKs.","gauge"
"node_netstat_Ip_ReasmReqds","node","node","Protocol Ip statistic ReasmReqds.","gauge"
"node_netstat_Ip_ReasmTimeout","node","node","Protocol Ip statistic ReasmTimeout.","gauge"
"node_netstat_TcpExt_ArpFilter","node","node","Protocol TcpExt statistic ArpFilter.","gauge"
"node_netstat_TcpExt_BusyPollRxPackets","node","node","Protocol TcpExt statistic BusyPollRxPackets.","gauge"
"node_netstat_TcpExt_DelayedACKLocked","node","node","Protocol TcpExt statistic DelayedACKLocked.","gauge"
"node_netstat_TcpExt_DelayedACKLost","node","node","Protocol TcpExt statistic DelayedACKLost.","gauge"
"node_netstat_TcpExt_DelayedACKs","node","node","Protocol TcpExt statistic DelayedACKs.","gauge"
"node_netstat_TcpExt_EmbryonicRsts","node","node","Protocol TcpExt statistic EmbryonicRsts.","gauge"
